P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE,NUM_L,NUM_R,NUM_X,PROP_L,PROP_R,PROP_X,HAS_X
p2_013,3,R,f,,,,,,,X,X,X,X,X,X,X,X,R,L1,L1,R1,R1,0,3,prolific2,2512.677777777778,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_014,3,R,a,,,,,,,X,X,X,X,X,X,R,R,R,L1,L1,R1,R1,0,1,prolific2,2521.7222222222226,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
p2_014,2,C,m,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,4,prolific2,2499.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_014,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2506.0888888888885,0,0,9,0.0,0.0,1.0,1
p2_014,3,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,2,prolific2,2475.5974603174604,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_015,3,L,a,L,L,R,R,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,3,prolific2,2458.616666666667,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p2_015,3,C,f,,,,L,R,R,R,R,R,R,R,R,,,,L3,L1,R1,R1,0,4,prolific2,2492.3166666666666,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_015,2,C,b,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific2,2473.6606661856663,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p2_015,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_016,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_016,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,L3,1,4,prolific2,2406.311111111111,0,9,0,0.0,1.0,0.0,0
p2_016,2,C,f,,,,L,L,L,L,L,L,R,L,R,,,,X,L,R,R,1,3,prolific2,2421.300267140268,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_016,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L2,R1,R1,0,2,prolific2,2557.5333333333338,0,9,0,0.0,1.0,0.0,0
p2_017,3,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L1,L1,R1,R1,0,4,prolific2,2492.738888888889,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_017,2,R,b,,,,,,,L,L,L,L,X,R,X,R,R,L,L,R,R,0,1,prolific2,2458.52487012987,4,3,2,0.4444444444444444,0.3333333333333333,0.2222222222222222,1
p2_017,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.811111111111,9,0,0,1.0,0.0,0.0,0
p2_017,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2510.0529365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p2_018,2,C,b,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific2,2473.6606661856663,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p2_018,3,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L1,L1,R1,R3,0,2,prolific2,2474.7222222222226,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
p2_018,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific2,2561.6222222222223,9,0,0,1.0,0.0,0.0,0
p2_018,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,R,R,R,1,4,prolific2,2464.3564380934968,0,9,0,0.0,1.0,0.0,0
p2_019,3,L,f,L,L,L,L,L,R,R,R,R,,,,,,,L1,L1,R1,X1,1,2,prolific2,2453.777777777778,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_019,2,R,b,,,,,,,L,L,L,L,X,X,R,R,R,L,L,R,R,0,1,prolific2,2464.708203463204,4,3,2,0.4444444444444444,0.3333333333333333,0.2222222222222222,1
p2_019,3,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,4,prolific2,2497.738888888889,0,9,0,0.0,1.0,0.0,0
p2_019,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_020,2,R,a,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific2,2510.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_020,2,L,f,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2487.083068783069,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_020,3,C,b,,,,L,L,L,L,L,R,L,R,R,,,,L1,L1,R1,R1,0,4,prolific2,2480.922222222222,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p2_020,3,R,m,,,,,,,L,L,L,R,R,R,R,R,R,L1,L1,R2,R1,0,3,prolific2,2510.0500000000006,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p2_022,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_022,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R2,R2,0,3,prolific2,2556.3222222222225,9,0,0,1.0,0.0,0.0,0
p2_022,2,C,a,,,,L,L,L,L,R,L,L,R,L,,,,L,L,R,R,0,4,prolific2,2437.1765364265366,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_022,3,R,f,,,,,,,L,L,L,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2508.9822222222224,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p2_023,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_023,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,X1,L1,X1,R1,2,4,prolific2,2461.5444444444447,0,9,0,0.0,1.0,0.0,0
p2_023,3,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2476.682063492064,0,9,0,0.0,1.0,0.0,0
p2_023,2,R,a,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,1,prolific2,2506.0888888888885,0,0,9,0.0,0.0,1.0,1
p2_024,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.260729455729,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_024,3,C,f,,,,L,L,L,L,L,L,R,R,R,,,,L1,L1,R2,R1,0,3,prolific2,2478.785158730159,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p2_024,2,R,m,,,,,,,L,L,L,X,R,X,R,R,R,L,L,R,R,0,1,prolific2,2475.9059090909086,3,4,2,0.3333333333333333,0.4444444444444444,0.2222222222222222,1
p2_024,3,L,a,L,L,X,X,X,R,R,R,R,,,,,,,L1,L1,R1,R1,0,2,prolific2,2466.2444444444445,2,4,3,0.2222222222222222,0.4444444444444444,0.3333333333333333,1
p2_025,3,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R1,R1,0,2,prolific2,2508.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_025,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L3,L1,R1,X1,1,4,prolific2,2501.1833333333334,0,9,0,0.0,1.0,0.0,0
p2_025,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_025,2,C,f,,,,L,L,L,L,L,L,L,X,X,,,,L,L,R,R,0,1,prolific2,2471.973513893514,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
p2_026,3,C,a,,,,L,L,L,L,L,X,X,X,R,,,,L1,L1,R1,R1,0,1,prolific2,2483.5777777777785,5,1,3,0.5555555555555556,0.1111111111111111,0.3333333333333333,1
p2_026,2,L,m,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2487.083068783069,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_026,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_026,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.088888888889,9,0,0,1.0,0.0,0.0,0
p2_027,2,C,m,,,,X,X,X,X,L,L,R,L,L,,,,L,X,R,R,1,2,prolific2,2345.042433862434,4,1,4,0.4444444444444444,0.1111111111111111,0.4444444444444444,1
p2_027,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2506.0888888888885,0,0,9,0.0,0.0,1.0,1
p2_027,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific2,2562.811111111111,0,9,0,0.0,1.0,0.0,0
p2_027,3,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L1,L1,R1,R1,0,1,prolific2,2517.972222222222,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_028,3,L,m,L,X,X,X,L,X,X,R,R,,,,,,,L3,L1,R1,R1,0,1,prolific2,2464.9833333333336,2,2,5,0.2222222222222222,0.2222222222222222,0.5555555555555556,1
p2_028,2,C,a,,,,X,X,X,R,X,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2469.3729244829246,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_028,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L3,L3,R1,X1,1,4,prolific2,2511.4222222222224,0,9,0,0.0,1.0,0.0,0
p2_028,2,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2506.088888888889,0,0,9,0.0,0.0,1.0,1
p2_029,2,R,f,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,prolific2,2510.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_029,3,L,b,L,X,X,X,X,X,X,X,X,,,,,,,L1,L1,R1,L3,1,4,prolific2,2404.7,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p2_029,2,C,m,,,,L,X,X,X,X,X,X,R,X,,,,L,L,R,R,0,1,prolific2,2484.350317460317,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
p2_029,3,R,a,,,,,,,L,L,L,R,L,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2480.202222222222,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_030,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R2,0,3,prolific2,2543.455555555556,0,9,0,0.0,1.0,0.0,0
p2_030,2,R,a,,,,,,,L,L,L,L,X,R,R,R,R,L,L,R,R,0,1,prolific2,2474.885223665224,4,4,1,0.4444444444444444,0.4444444444444444,0.1111111111111111,1
p2_030,2,L,f,L,L,L,L,R,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2497.8436106486106,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p2_030,3,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L2,L2,R2,R1,0,2,prolific2,2470.6261904761905,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_031,3,C,m,,,,X,X,X,X,R,X,X,X,L,,,,L1,L1,R1,R3,0,4,prolific2,2431.2744444444447,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
p2_031,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,1,prolific2,2534.517259037259,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
p2_031,3,R,b,,,,,,,X,X,X,X,R,R,R,R,R,L1,L2,R1,R3,0,2,prolific2,2522.844444444445,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_031,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,prolific2,2477.9032017057016,9,0,0,1.0,0.0,0.0,0
p2_032,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p2_032,2,R,m,,,,,,,L,L,X,X,X,X,X,R,R,L,L,R,R,0,1,prolific2,2481.185661375661,2,2,5,0.2222222222222222,0.2222222222222222,0.5555555555555556,1
p2_032,3,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R1,R1,0,2,prolific2,2508.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_032,3,L,a,L,L,L,L,L,R,R,R,R,,,,,,,L1,L1,R1,R1,0,3,prolific2,2499.3555555555554,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_033,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R2,R1,0,2,prolific2,2548.110052910053,9,0,0,1.0,0.0,0.0,0
p2_033,3,C,a,,,,R,R,R,R,L,L,X,X,X,,,,L1,L1,R1,R1,0,1,prolific2,2367.3500000000004,2,4,3,0.2222222222222222,0.4444444444444444,0.3333333333333333,1
p2_033,2,R,b,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,0,3,prolific2,2524.84303992304,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_033,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_034,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_034,3,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2480.9487301587305,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_034,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_034,3,R,m,,,,,,,R,X,X,X,X,X,X,X,R,L3,L1,R1,R1,0,1,prolific2,2480.5111111111114,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_035,2,R,m,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2542.213620453621,0,8,1,0.0,0.8888888888888888,0.1111111111111111,1
p2_035,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,X1,L1,R1,R1,1,1,prolific2,2505.7444444444445,9,0,0,1.0,0.0,0.0,0
p2_035,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,X,1,4,prolific2,2431.91517982018,0,9,0,0.0,1.0,0.0,0
p2_035,3,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L2,L2,R2,R2,0,2,prolific2,2502.7555555555555,0,0,9,0.0,0.0,1.0,1
p2_036,3,C,a,,,,R,R,R,R,R,L,L,L,L,,,,X1,L1,R2,R2,1,1,prolific2,2245.237777777778,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_036,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_036,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,L,L,2,2,prolific2,2379.1799008399007,0,9,0,0.0,1.0,0.0,0
p2_036,3,L,f,L,L,L,L,L,L,L,X,X,,,,,,,L1,L2,R1,R1,0,4,prolific2,2531.5222222222224,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
p2_037,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_037,2,C,f,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_037,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific2,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p2_037,3,C,m,,,,L,L,L,L,L,L,X,X,R,,,,L1,L1,R1,R1,0,1,prolific2,2472.9844444444443,6,1,2,0.6666666666666666,0.1111111111111111,0.2222222222222222,1
p2_038,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,0,3,prolific2,2519.055407185407,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_038,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L2,L2,R1,X1,1,4,prolific2,2510.833333333334,0,9,0,0.0,1.0,0.0,0
p2_038,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,X1,L1,R2,R1,1,1,prolific2,2512.0444444444447,9,0,0,1.0,0.0,0.0,0
p2_038,2,C,a,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_039,2,R,b,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,0,2,prolific2,2470.60355940356,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_039,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_039,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific2,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p2_039,3,C,a,,,,L,L,L,L,R,R,R,R,R,,,,R1,L1,R1,R1,1,1,prolific2,2371.5731746031747,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p2_040,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L1,L2,R1,L3,1,4,prolific2,2465.0000000000005,0,9,0,0.0,1.0,0.0,0
p2_040,2,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2506.088888888889,0,0,9,0.0,0.0,1.0,1
p2_040,2,C,a,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_040,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.6833333333334,9,0,0,1.0,0.0,0.0,0
p2_041,3,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,1,prolific2,2497.738888888889,0,9,0,0.0,1.0,0.0,0
p2_041,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_041,3,R,m,,,,,,,L,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2541.6000000000004,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_041,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_042,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_042,2,C,b,,,,L,L,L,L,L,L,L,X,R,,,,L,L,R,R,0,1,prolific2,2473.143117068117,7,1,1,0.7777777777777778,0.1111111111111111,0.1111111111111111,1
p2_042,3,C,f,,,,X,X,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2474.38,0,7,2,0.0,0.7777777777777778,0.2222222222222222,1
p2_042,3,L,a,L,L,L,X,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,3,prolific2,2521.722222222222,3,0,6,0.3333333333333333,0.0,0.6666666666666666,1
p2_043,3,L,a,L,R,R,R,R,R,R,R,R,,,,,,,L3,L1,R1,X1,1,4,prolific2,2392.088888888889,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_043,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2477.1562578162584,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_043,3,C,f,,,,L,L,L,L,L,L,R,R,R,,,,X1,L1,R2,R1,1,1,prolific2,2442.6722222222224,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p2_043,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,prolific2,2510.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_044,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p2_044,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R3,0,4,prolific2,2557.811111111112,9,0,0,1.0,0.0,0.0,0
p2_044,3,C,a,,,,X,X,X,R,X,R,R,R,R,,,,L3,L1,R1,R1,0,3,prolific2,2476.8944444444446,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_044,2,L,m,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,1,prolific2,2534.517259037259,7,0,2,0.7777777777777778,0.0,0.2222222222222222,1
p2_045,3,C,f,,,,L,X,X,X,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2475.395555555556,1,5,3,0.1111111111111111,0.5555555555555556,0.3333333333333333,1
p2_045,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2506.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_045,3,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L1,X1,R1,R1,1,1,prolific2,2476.3444444444444,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_045,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,4,prolific2,2506.9316022866024,0,9,0,0.0,1.0,0.0,0
p2_047,2,R,a,,,,,,,R,L,R,R,R,R,R,R,X,L,L,X,X,2,1,prolific2,2410.6903799903803,1,7,1,0.1111111111111111,0.7777777777777778,0.1111111111111111,1
p2_047,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_047,3,C,b,,,,L,L,L,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,3,prolific2,2483.569603174603,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p2_047,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p2_048,2,C,f,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2477.1562578162584,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
p2_048,3,C,m,,,,L,L,L,L,L,L,L,R,R,,,,L1,L1,R1,R1,0,2,prolific2,2482.8034920634923,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_048,2,L,a,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2510.0529365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p2_048,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L2,L2,R1,X1,1,4,prolific2,2506.7444444444445,0,9,0,0.0,1.0,0.0,0
p2_049,3,C,b,,,,L,L,L,L,R,L,R,R,R,,,,L1,L1,R1,R1,0,1,prolific2,2477.056666666667,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p2_049,2,L,f,L,L,L,L,L,X,L,X,X,,,,,,,L,L,R,R,0,3,prolific2,2521.621182891183,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p2_049,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,X1,1,2,prolific2,2513.5,0,9,0,0.0,1.0,0.0,0
p2_049,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,prolific2,2513.9808465608467,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_050,2,L,m,L,L,X,X,X,X,X,R,R,,,,,,,L,L,R,R,0,2,prolific2,2481.1856613756618,2,2,5,0.2222222222222222,0.2222222222222222,0.5555555555555556,1
p2_050,3,L,f,L,L,L,L,L,L,L,R,R,,,,,,,L1,X1,R1,R1,1,1,prolific2,2477.227777777778,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p2_050,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,X,2,3,prolific2,2468.94878972879,0,9,0,0.0,1.0,0.0,0
p2_050,3,C,a,,,,R,L,L,L,L,X,X,X,R,,,,L1,L1,R1,R1,0,4,prolific2,2426.594444444445,4,2,3,0.4444444444444444,0.2222222222222222,0.3333333333333333,1
p2_051,3,L,a,L,L,X,X,X,X,R,R,R,,,,,,,L1,L1,R1,R1,0,2,prolific2,2471.115555555556,2,3,4,0.2222222222222222,0.3333333333333333,0.4444444444444444,1
p2_051,2,C,b,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2499.0529365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p2_051,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,prolific2,2510.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p2_051,3,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R1,R1,0,1,prolific2,2508.0888888888894,0,0,9,0.0,0.0,1.0,1
p2_052,3,L,b,R,R,R,R,R,R,R,R,L,,,,,,,L1,L1,R1,R1,0,4,prolific2,2334.456084656085,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p2_052,2,R,f,,,,,,,L,L,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific2,2476.179973544973,2,1,6,0.2222222222222222,0.1111111111111111,0.6666666666666666,1
p2_052,2,C,m,,,,X,X,X,X,X,R,X,X,R,,,,L,L,R,R,0,3,prolific2,2477.335052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p2_052,3,R,a,,,,,,,X,X,X,R,X,R,R,R,R,L1,L1,R1,R1,0,2,prolific2,2521.9444444444443,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p2_053,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p2_053,3,C,m,,,,L,L,L,X,X,L,X,X,X,,,,L1,L2,R2,R1,0,1,prolific2,2461.9063492063497,4,0,5,0.4444444444444444,0.0,0.5555555555555556,1
p2_053,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,3,prolific2,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p2_053,2,C,f,,,,L,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,2,prolific2,2481.292380952381,1,3,5,0.1111111111111111,0.3333333333333333,0.5555555555555556,1
p2_054,2,R,a,,,,,,,L,L,L,X,X,X,X,R,R,L,L,R,R,0,1,prolific2,2467.691560846561,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,1
p2_054,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,X,1,4,prolific2,2516.2972620897617,9,0,0,1.0,0.0,0.0,0
