P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE
r1_051,3,C,f,,,,L2,L2,L2,L2,L2,L2,L3,L3,L3,,,,L1,L1,R1,R1,0,1,rep,2474.1896031746032
r1_051,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2477.1562578162584
r1_052,3,C,m,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L2,R1,R3,0,4,rep,2490.155555555556
r1_052,3,R,b,,,,,,,R3,R3,R3,R3,R3,R3,R3,R2,R1,X1,L1,R1,R1,1,1,rep,2518.5455555555554
r1_052,2,C,f,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,2,rep,2487.067222222222
r1_052,2,L,a,X,X,X,X,X,X,L,L,R,,,,,,,L,L,R,R,0,3,rep,2439.379973544974
r1_053,3,L,m,L2,L2,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,2,rep,2517.3
r1_053,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,rep,2553.2817065342065
r1_053,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,X1,R2,L1,L1,R1,R1,0,4,rep,2512.677777777778
r1_053,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,rep,2506.0888888888894
r1_054,2,R,f,,,,,,,L,L,L,L,L,L,L,L,R,L,L,R,R,0,4,rep,2419.0549019499017
r1_054,3,L,b,L2,L2,L3,L2,L3,L3,L3,L3,L3,,,,,,,X1,X1,R1,R1,2,1,rep,2470.177777777778
r1_054,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,rep,2506.0888888888894
r1_054,3,R,a,,,,,,,X1,R3,R3,R3,R3,R3,R3,R2,R2,L1,L1,R1,R1,0,2,rep,2550.0277777777783
r1_055,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_055,3,C,f,,,,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,L1,L1,R1,R1,0,1,rep,2482.8034920634923
r1_055,2,C,b,,,,X,X,R,X,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2466.2439995189998
r1_055,3,L,a,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,rep,2562.811111111111
r1_056,3,C,m,,,,L2,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L2,R1,R3,0,4,rep,2497.811111111111
r1_056,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,rep,2553.2817065342065
r1_056,3,R,b,,,,,,,L2,L2,L2,L2,R2,R2,R2,R2,R2,L1,L2,R1,R1,0,1,rep,2485.368253968254
r1_056,2,C,f,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,2,rep,2499.0529365079365
r1_057,3,L,b,L2,L2,L2,R3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,3,rep,2472.3722222222223
r1_057,3,R,a,,,,,,,L3,L3,X1,X1,X1,R3,R3,R2,R2,L1,L1,R2,R1,0,1,rep,2494.3722222222223
r1_057,2,R,f,,,,,,,X,X,X,X,X,R,R,R,R,L,L,R,R,0,2,rep,2521.222972582973
r1_057,2,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,rep,2477.903201705702
r1_058,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R3,0,4,rep,2506.9111111111115
r1_058,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,rep,2553.2817065342065
r1_058,3,R,b,,,,,,,L3,L3,L3,X1,X1,R3,R3,R2,R2,L1,L1,R2,R1,0,1,rep,2486.238888888889
r1_058,2,C,f,,,,X,X,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2471.973513893514
r1_059,3,L,m,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L2,R1,R3,0,4,rep,2554.9555555555557
r1_059,2,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,rep,2477.9032017057016
r1_059,3,R,f,,,,,,,X1,L3,X1,X1,X1,X1,X1,R2,R2,L1,L1,R1,R1,0,1,rep,2493.961111111111
r1_059,2,L,b,X,X,X,X,X,X,X,L,R,,,,,,,L,L,R,R,0,2,rep,2458.0003174603175
r1_060,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2521.7222222222226
r1_060,2,C,a,,,,L,L,L,L,L,X,X,X,R,,,,L,L,R,R,0,1,rep,2473.8980832130837
r1_060,3,L,m,L2,X1,X1,X1,X1,X1,R2,X1,R2,,,,,,,L2,L2,R1,R1,0,2,rep,2466.895555555556
r1_060,2,L,b,L,R,R,R,R,R,R,R,R,,,,,,,L,L,R,R,0,4,rep,2419.054901949902
r1_061,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,2,rep,2506.9316022866024
r1_061,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,rep,2553.2817065342065
r1_061,3,L,f,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,rep,2562.811111111111
r1_061,3,C,a,,,,R3,R3,R3,R3,R3,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,rep,2480.2900000000004
r1_062,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,,,,L2,L2,R1,R1,0,4,rep,2490.4944444444445
r1_062,3,R,m,,,,,,,L2,L3,L3,X1,X1,X1,R2,R2,R2,L1,L1,R2,R1,0,1,rep,2475.2555555555564
r1_062,2,L,f,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2510.0529365079365
r1_062,2,R,a,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,rep,2506.0888888888885
r1_063,3,C,f,,,,L3,L3,L3,L3,X1,X1,X1,X1,X1,,,,L1,L1,R2,R1,0,1,rep,2487.2000000000003
r1_063,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,rep,2553.2817065342065
r1_063,3,L,a,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,rep,2562.6833333333334
r1_063,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,rep,2477.2607294557292
r1_064,2,R,f,,,,,,,L,L,L,L,L,L,L,R,R,L,L,R,R,0,4,rep,2436.299504199504
r1_064,3,R,a,,,,,,,X1,X1,X1,X1,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2530.1444444444446
r1_064,3,L,b,R1,L1,L2,L2,X1,X1,L2,L2,X1,,,,,,,L1,L1,L2,R1,1,1,rep,2320.00126984127
r1_064,2,C,m,,,,X,X,R,R,R,R,R,L,R,,,,L,L,R,R,0,2,rep,2418.2418781218785
r1_065,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_065,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R1,0,1,rep,2557.5333333333338
r1_065,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2510.0529365079365
r1_065,3,C,a,,,,X1,X1,X1,X1,X1,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,3,rep,2485.206666666667
r1_066,2,R,f,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,2,rep,2510.0529365079365
r1_066,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,1,rep,2506.0888888888894
r1_066,3,L,b,L2,L2,X1,X1,L2,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,rep,2505.903333333333
r1_066,3,R,a,,,,,,,X1,X1,X1,X1,R2,R2,R2,R2,R2,L1,L2,R1,R1,0,4,rep,2528.688888888889
r1_067,3,C,f,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,3,rep,2492.7388888888895
r1_067,3,L,a,L2,L2,L3,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R1,R1,0,1,rep,2540.8
r1_067,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,rep,2553.2817065342065
r1_067,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,rep,2506.0888888888894
r1_068,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_068,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,1,rep,2558.988888888889
r1_068,2,L,m,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2513.9808465608467
r1_068,3,C,a,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,3,rep,2508.0888888888894
r1_069,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,4,rep,2497.738888888889
r1_069,3,R,b,,,,,,,L3,L3,L3,L3,X1,X1,R3,R3,R2,L1,L1,R1,R1,0,1,rep,2475.2444444444445
r1_069,2,C,f,,,,X,X,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2471.973513893514
r1_069,2,L,a,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2521.222972582973
r1_070,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L2,L2,R1,R3,0,4,rep,2464.2967243867242
r1_070,3,R,m,,,,,,,L2,X1,X1,X1,X1,X1,X1,R2,R2,L1,L1,R1,R1,0,1,rep,2499.955555555556
r1_070,2,L,f,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,0,2,rep,2535.4665569615568
r1_070,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,3,rep,2513.9808465608467
r1_071,2,R,m,,,,,,,X,X,X,X,R,X,X,R,R,L,L,R,X,1,2,rep,2455.14835978836
r1_071,2,C,b,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,1,rep,2477.9032017057016
r1_071,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L2,L3,R1,1,3,rep,2413.3000000000006
r1_071,3,L,a,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,4,rep,2558.988888888889
r1_072,2,R,b,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2535.466556961557
r1_072,3,L,f,R2,R2,R2,R1,L1,L1,L2,L2,L1,,,,,,,L1,L2,R1,R1,0,1,rep,2291.386666666667
r1_072,2,L,m,L,L,X,X,X,X,R,X,R,,,,,,,L,L,R,R,0,2,rep,2473.818994708995
r1_072,3,C,a,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R2,R2,0,3,rep,2505.4222222222224
r1_073,3,L,m,L2,L2,L2,X1,L2,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,4,rep,2517.55
r1_073,3,R,f,,,,,,,L3,L3,R3,R3,X1,R3,R2,R2,R2,L1,L1,R1,R1,0,1,rep,2503.7555555555555
r1_073,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2513.9808465608467
r1_073,2,C,a,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,3,rep,2499.0529365079365
r1_074,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,4,rep,2482.541168831169
r1_074,3,R,m,,,,,,,X1,X1,X1,X1,R2,X1,X1,R2,X1,L3,L1,R1,R1,0,1,rep,2486.641111111112
r1_074,2,L,f,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2506.088888888889
r1_074,2,R,a,,,,,,,L,L,L,L,L,L,L,R,R,L,L,R,R,0,3,rep,2436.299504199504
r1_075,3,C,m,,,,L3,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R3,0,4,rep,2500.5388888888892
r1_075,3,R,b,,,,,,,X1,X1,X1,X1,X1,X1,X1,R2,R2,L3,L1,R1,R1,0,1,rep,2516.1222222222223
r1_075,2,C,f,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,X,1,2,rep,2436.7216810966816
r1_075,2,L,a,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,rep,2510.0529365079365
r1_076,3,L,m,L2,L2,R3,L3,L3,L3,R3,L3,L3,,,,,,,L1,X1,R1,R1,1,4,rep,2418.311111111111
r1_076,3,R,f,,,,,,,L3,L3,X1,X1,X1,X1,X1,X1,R2,L1,L1,R3,R3,0,1,rep,2478.6388888888896
r1_076,2,L,b,L,L,L,L,X,R,R,R,R,,,,,,,L,L,R,R,0,2,rep,2474.8852236652237
r1_076,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,3,rep,2477.903201705702
r1_077,2,R,f,,,,,,,L,L,L,R,L,L,L,L,R,L,L,R,R,0,4,rep,2397.6226384726383
r1_077,3,R,a,,,,,,,R3,R3,R3,R3,R3,R2,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2559.7666666666664
r1_077,3,L,b,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,1,rep,2562.6833333333334
r1_077,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,rep,2506.0888888888894
r1_078,2,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_078,3,R,a,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,rep,2558.988888888889
r1_078,3,L,b,L2,L2,L3,L3,L3,L3,L3,L2,L2,,,,,,,L1,L1,R1,R1,0,1,rep,2541.366666666667
r1_078,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,rep,2506.0888888888894
r1_079,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,X,2,4,rep,2468.94878972879
r1_079,3,L,f,R3,R3,L3,L3,X1,L1,X1,L2,X1,,,,,,,X1,L3,L3,R3,2,1,rep,2224.2888888888892
r1_079,2,L,m,L,X,X,X,X,X,X,R,R,,,,,,,L,L,R,R,0,2,rep,2476.179973544974
r1_079,3,C,a,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,3,rep,2508.0888888888894
r1_080,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,rep,2553.2817065342065
r1_080,3,L,a,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,3,rep,2558.988888888889
r1_080,3,C,f,,,,R2,R1,L1,L2,L1,R2,L2,R1,R1,,,,R2,L2,R1,L1,2,1,rep,2182.215555555556
r1_080,2,C,b,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,0,2,rep,2478.8433140933143
r1_081,3,L,m,L2,R3,R3,R3,L3,R3,R3,L3,L3,,,,,,,L1,X1,R1,R1,1,4,rep,2338.2833333333338
r1_081,3,R,f,,,,,,,X1,L3,L3,L3,L3,L3,L3,R2,R2,L1,L1,R2,R1,0,1,rep,2429.572222222222
r1_081,2,L,b,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,rep,2510.0529365079365
r1_081,2,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,X,1,3,rep,2444.068757261257
p2_001,2,R,m,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,1,prolific2,2506.0888888888885
p2_001,3,L,a,L3,L3,L3,L3,L3,R2,R2,R2,R2,,,,,,,L1,L1,R1,R3,0,2,prolific2,2484.4688888888886
p2_001,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702
p2_001,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,0,3,prolific2,2497.7388888888886
p2_002,2,R,b,,,,,,,X,X,X,X,X,R,X,R,R,L,L,R,R,0,2,prolific2,2509.47373015873
p2_002,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,4,prolific2,2558.988888888889
p2_002,3,C,a,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R1,R1,0,3,prolific2,2497.7388888888886
p2_002,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,X,L,R,R,1,1,prolific2,2506.9316022866024
p2_003,3,R,a,,,,,,,R2,R1,R1,R1,R3,R3,R2,R3,R3,L3,L3,R2,R1,0,2,prolific2,2497.1933333333336
p2_003,3,L,b,L3,R2,L2,L1,R1,L1,L2,L2,R2,,,,,,,R1,R3,R2,L1,3,1,prolific2,2148.528888888889
p2_003,2,C,m,,,,L,X,L,X,X,R,X,R,R,,,,L,L,R,R,0,3,prolific2,2463.032275132275
p2_003,2,R,f,,,,,,,X,X,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2534.517259037259
p2_004,2,C,a,,,,L,L,L,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2478.3723328523324
p2_004,3,L,m,L2,L2,R1,R1,L2,R2,L2,R1,L2,,,,,,,L1,R2,R2,R2,1,1,prolific2,2285.186666666667
p2_004,3,R,f,,,,,,,L2,L2,L2,L2,L2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2475.597460317461
p2_004,2,L,b,L,L,L,L,L,L,L,L,R,,,,,,,L,L,R,R,0,3,prolific2,2535.4665569615568
p2_005,2,L,a,X,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2501.8029365079365
p2_005,3,C,m,,,,L1,L2,R2,R1,L2,R2,L2,L1,R2,,,,R1,L1,L1,R1,2,1,prolific2,2191.4055555555556
p2_005,3,R,b,,,,,,,R3,R3,R3,R3,L3,R2,R2,R2,R2,L1,L2,R1,R1,0,3,prolific2,2504.766666666667
p2_005,2,C,f,,,,X,X,X,R,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2473.660666185666
p2_006,2,R,a,,,,,,,L,L,L,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2474.5122222222226
p2_006,2,L,f,L,L,L,L,L,L,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2529.0378495578498
p2_006,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,3,prolific2,2482.541168831169
p2_006,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_007,2,L,a,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific2,2510.0529365079365
p2_007,3,C,m,,,,L2,L2,L2,L3,L2,L3,L3,L3,L3,,,,L1,L1,R1,R1,0,1,prolific2,2476.7566666666667
p2_007,3,R,b,,,,,,,R3,R3,R3,R3,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,prolific2,2557.477777777778
p2_007,2,C,f,,,,X,X,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2471.973513893514
p2_008,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,X,1,4,prolific2,2431.91517982018
p2_008,3,L,m,L2,R1,R1,R1,R1,R1,R1,R1,R1,,,,,,,L1,L1,R2,R2,0,1,prolific2,2392.689417989418
p2_008,3,R,f,,,,,,,X1,X1,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2540.522222222222
p2_008,2,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L,L,R,R,0,3,prolific2,2470.6035594035598
p2_009,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,X,2,2,prolific2,2468.94878972879
p2_009,3,L,f,L2,L2,L2,L2,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,4,prolific2,2525.9333333333334
p2_009,3,C,a,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,3,prolific2,2508.0888888888894
p2_009,2,L,m,L,L,X,L,L,L,L,X,X,,,,,,,L,L,R,R,0,1,prolific2,2504.377162097162
p2_010,3,L,a,L2,L3,L3,L3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,X1,1,4,prolific2,2437.311111111111
p2_010,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific2,2510.0529365079365
p2_010,3,C,f,,,,X1,X1,X1,R3,R3,R3,R3,R3,R3,,,,L3,L1,R1,R1,0,3,prolific2,2483.927777777778
p2_010,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,prolific2,2506.0888888888894
p2_011,2,R,a,,,,,,,L,L,L,L,X,R,R,R,R,L,L,R,R,0,1,prolific2,2474.8852236652237
p2_011,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_011,3,C,b,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,3,prolific2,2482.2268253968255
p2_011,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_012,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2488.766666666667
p2_012,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,4,prolific2,2558.988888888889
p2_012,2,L,a,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2513.9808465608467
p2_012,2,C,f,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific2,2473.6606661856663
p2_013,2,C,a,,,,L,L,L,L,X,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2481.7759451659454
p2_013,2,L,b,L,L,L,L,X,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2474.8852236652237
p2_013,3,L,m,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,4,prolific2,2562.6833333333334
p2_013,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,X1,R2,L1,L1,R1,R1,0,3,prolific2,2512.677777777778
p2_014,3,R,a,,,,,,,X1,X1,X1,X1,X1,X1,R2,R2,R2,L1,L1,R1,R1,0,1,prolific2,2521.7222222222226
p2_014,2,C,m,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,4,prolific2,2499.0529365079365
p2_014,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2506.0888888888885
p2_014,3,L,b,L2,L2,L2,L2,R2,R2,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,2,prolific2,2475.5974603174604
p2_015,3,L,a,L2,L2,R3,R3,R3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2458.616666666667
p2_015,3,C,f,,,,L2,R3,R3,R3,R3,R3,R3,R3,R3,,,,L3,L1,R1,R1,0,4,prolific2,2492.3166666666666
p2_015,2,C,b,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific2,2473.6606661856663
p2_015,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_016,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_016,3,C,m,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,L3,1,4,prolific2,2406.311111111111
p2_016,2,C,f,,,,L,L,L,L,L,L,R,L,R,,,,X,L,R,R,1,3,prolific2,2421.3002671402674
p2_016,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L2,R1,R1,0,2,prolific2,2557.5333333333338
p2_017,3,C,a,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,4,prolific2,2492.7388888888895
p2_017,2,R,b,,,,,,,L,L,L,L,X,R,X,R,R,L,L,R,R,0,1,prolific2,2458.52487012987
p2_017,3,L,f,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.811111111111
p2_017,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2510.0529365079365
p2_018,2,C,b,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific2,2473.6606661856663
p2_018,3,C,f,,,,X1,X1,X1,X1,X1,R3,R3,R2,R2,,,,L1,L1,R1,R3,0,2,prolific2,2474.7222222222226
p2_018,3,L,a,L2,L2,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2561.6222222222223
p2_018,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,R,R,R,1,4,prolific2,2464.3564380934968
p2_019,3,L,f,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,,,,L1,L1,R1,X1,1,2,prolific2,2453.777777777778
p2_019,2,R,b,,,,,,,L,L,L,L,X,X,R,R,R,L,L,R,R,0,1,prolific2,2464.708203463204
p2_019,3,C,a,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,4,prolific2,2497.738888888889
p2_019,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_020,2,R,a,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific2,2510.0529365079365
p2_020,2,L,f,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2487.083068783069
p2_020,3,C,b,,,,L3,L3,L3,L3,L3,R3,L3,R3,R3,,,,L1,L1,R1,R1,0,4,prolific2,2480.922222222222
p2_020,3,R,m,,,,,,,L3,L3,L3,R3,R3,R3,R3,R3,R3,L1,L1,R2,R1,0,3,prolific2,2510.0500000000006
p2_021,2,R,f,,,,,,,R,L,R,R,L,R,R,R,L,L,L,L,L,2,1,prolific2,2270.3068422318424
p2_021,3,R,a,,,,,,,L2,R2,R1,R2,R1,R2,L1,L1,L2,R1,L2,L1,R2,2,2,prolific2,2154.606666666667
p2_021,2,C,m,,,,X,X,L,L,L,L,X,X,X,,,,L,L,R,R,0,4,prolific2,2432.589037999038
p2_021,3,L,b,L2,L2,L2,L2,L2,L3,L3,L3,L3,,,,,,,L1,L1,R2,R3,0,3,prolific2,2555.177777777778
p2_022,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_022,3,L,m,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R2,0,3,prolific2,2556.3222222222225
p2_022,2,C,a,,,,L,L,L,L,R,L,L,R,L,,,,L,L,R,R,0,4,prolific2,2437.1765364265366
p2_022,3,R,f,,,,,,,L2,L2,L2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2508.9822222222224
p2_023,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
